source_dataset,source_vintage,source_file,country_id,country,indicator_id,indicator,scale,unit,year,rank,gdp_ppp_billions_intl_dollars
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,GBR,United Kingdom,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2020,10,3219.069
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,CHN,"China, People's Republic of",PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2021,1,29420.351
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,USA,United States,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2021,2,23725.65
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,IND,India,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2021,3,11384.368
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,RUS,Russian Federation,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2021,4,5688.268
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,JPN,Japan,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2021,5,5604.066
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,DEU,Germany,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2021,6,5245.574
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,BRA,Brazil,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2021,7,3787.77
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,FRA,France,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2021,8,3656.802
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,GBR,United Kingdom,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2021,9,3543.829
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,IDN,Indonesia,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2021,10,3530.623
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,CHN,"China, People's Republic of",PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2022,1,32493.554
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,USA,United States,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2022,2,26054.6
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,IND,India,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2022,3,13121.957
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,JPN,Japan,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2022,4,6060.3
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,RUS,Russian Federation,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2022,5,6005.355
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,DEU,Germany,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2022,6,5720.184
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,BRA,Brazil,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2022,7,4179.563
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,FRA,France,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2022,8,4026.598
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,IDN,Indonesia,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2022,9,3982.44
IMF_WEO,2025-10,data/input/WEOOct2025all.xlsx,GBR,United Kingdom,PPPGDP,"Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",Billions,,2022,10,3979.566
